Date,Address,Postcode,Price,Type,Ownership,NewBuild
1996-11-18,"11 The Paddock, Ramsbottom",BL0 9HP,93000,Semi-detached,"Leasehold",No
1996-11-18,"10 Roseberry Close, Ramsbottom",BL0 9FQ,72000,Detached,"Leasehold",No
1996-11-15,"25 Dalton Close, Ramsbottom",BL0 9SG,86000,Semi-detached,"Leasehold",No
1996-11-15,"67 Peel Brow, Ramsbottom",BL0 0AL,50000,Terraced,"Leasehold",No
1996-11-14,"27 Bury New Road, Ramsbottom",BL0 0AR,65000,Terraced,"Leasehold",No
1996-11-12,"118 Bolton Road West, Ramsbottom",BL0 9PD,14150,Terraced,"Leasehold",No
1996-11-07,"436 Whalley Road, Ramsbottom",BL0 0EG,52000,Semi-detached,"Leasehold",No
1996-11-06,"190 Bolton Road West, Ramsbottom",BL0 9PE,67000,Terraced,"Leasehold",No
1996-11-01,"6 Hill Rise, Ramsbottom",BL0 9QS,58000,Detached,"Leasehold",No
1996-11-01,"8 Stanford Hall Crescent, Ramsbottom",BL0 9FD,81000,Detached,"Leasehold",No
1996-11-01,"23 Palmerston Close, Ramsbottom",BL0 9YN,78000,Detached,"Leasehold",No
1996-11-01,"6 Winifred Street, Ramsbottom",BL0 9JR,26000,Terraced,"Leasehold",No
1996-11-01,"195 Whittingham Drive, Ramsbottom",BL0 9NY,71000,Detached,"Leasehold",No
1996-11-01,"109 Chatterton Road, Ramsbottom",BL0 0PQ,64950,Terraced,"Leasehold",No
1996-10-31,"6 Summerdale Drive, Ramsbottom",BL0 9XF,125000,Detached,"Freehold",No
1996-10-31,"8 Butler Street, Ramsbottom",BL0 9PG,48000,Terraced,"Freehold",No
1996-10-31,"80 Summerseat Lane, Ramsbottom",BL0 9RQ,158000,Detached,"Leasehold",No
1996-10-31,"41 Tanners Street, Ramsbottom",BL0 9ES,28000,Terraced,"Leasehold",No
1996-10-31,"28 Hillside Road, Ramsbottom",BL0 9NJ,28950,Semi-detached,"Freehold",No
1996-10-31,"6 Whalley Road, Ramsbottom",BL0 0DE,45000,Terraced,"Leasehold",No
1996-10-30,"17 Lower Nuttall Road, Ramsbottom",BL0 9GZ,35000,Detached,"Freehold",No
1996-10-29,"145 Rochdale Road, Ramsbottom",BL0 0RG,30000,Terraced,"Freehold",No
1996-10-25,"13 St Pauls Street, Ramsbottom",BL0 9BW,45000,Terraced,"Leasehold",No
1996-10-25,"Three Chimneys, Adelaide Street, Ramsbottom",BL0 9QP,60000,Detached,"Freehold",No
1996-10-25,"39 Holcombe Lee, Ramsbottom",BL0 9QR,57000,Semi-detached,"Leasehold",No
1996-10-25,"4 Marlborough Close, Ramsbottom",BL0 9YU,68000,Detached,"Leasehold",No
1996-10-25,"16 Fern Street, Ramsbottom",BL0 0BA,45500,Terraced,"Leasehold",No
1996-10-25,"246 Whalley Road, Ramsbottom",BL0 0EF,46500,Terraced,"Freehold",No
1996-10-25,"61 Bolton Street, Ramsbottom",BL0 9HY,38550,Terraced,"Leasehold",No
1996-10-25,"180 Whittingham Drive, Ramsbottom",BL0 9NY,75000,Detached,"Leasehold",No
1996-10-22,"28 Whittingham Drive, Ramsbottom",BL0 9LZ,84400,Detached,"Freehold",No
1996-10-22,"34 Kay Brow, Ramsbottom",BL0 9AY,47500,Terraced,"Leasehold",No
1996-10-21,"194 Whittingham Drive, Ramsbottom",BL0 9NY,89000,Detached,"Leasehold",No
1996-10-21,"33 Astley Hall Drive, Ramsbottom",BL0 9DF,66500,Detached,"Freehold",No
1996-10-19,"20 Stanley Street, Ramsbottom",BL0 9JG,37000,Terraced,"Leasehold",No
1996-10-18,"13 Barwood Lea Mill, Grants Lane, Ramsbottom",BL0 9NB,40250,Flat,"Leasehold",No
1996-10-18,"24 Roseberry Close, Ramsbottom",BL0 9FQ,51000,Semi-detached,"Leasehold",No
1996-10-18,"200 Dundee Lane, Ramsbottom",BL0 9HF,123000,Detached,"Freehold",No
1996-10-18,"31 Robert Street, Ramsbottom",BL0 0NQ,27000,Terraced,"Leasehold",No
1996-10-15,"12 Eliza Street, Ramsbottom",BL0 0AT,37000,Terraced,"Freehold",No
1996-10-11,"66 Thelma Street, Ramsbottom",BL0 9JL,39950,Terraced,"Leasehold",No
1996-10-11,"14 Cheviot Close, Ramsbottom",BL0 9LL,55500,Semi-detached,"Leasehold",No
1996-10-10,"60 Nuttall Lane, Ramsbottom",BL0 9JP,32000,Terraced,"Leasehold",No
1996-10-10,"61 Bleakholt Road, Ramsbottom",BL0 0RU,51000,Terraced,"Leasehold",No
1996-10-09,"4 Earl Road, Ramsbottom",BL0 9EF,22000,Terraced,"Leasehold",No
1996-10-08,"42 Carr Bank Avenue, Ramsbottom",BL0 9DW,65000,Detached,"Leasehold",No
1996-10-04,"165 Bolton Road West, Ramsbottom",BL0 9PJ,13000,Detached,"Freehold",No
1996-10-04,"2 Peel Mount, Ramsbottom",BL0 9QU,88500,Detached,"Leasehold",No
1996-10-04,"428 Bolton Road West, Ramsbottom",BL0 9RY,52000,Terraced,"Leasehold",No
1996-10-03,"5 Southfield Road, Ramsbottom",BL0 9ST,53000,Semi-detached,"Leasehold",No
1996-10-03,"51 Victoria Street, Ramsbottom",BL0 9ED,32000,Terraced,"Leasehold",No
1996-10-02,"88 Bury Road, Edenfield",BL0 0ET,39000,Terraced,"Leasehold",Yes
1996-10-01,"119 Kay Brow, Ramsbottom",BL0 9AY,33000,Flat,"Leasehold",No
1996-10-01,"12 Annie Street, Ramsbottom",BL0 9PP,43000,Terraced,"Freehold",No
1996-09-30,"42 Ripon Hall Avenue, Ramsbottom",BL0 9RE,125000,Detached,"Leasehold",No
1996-09-30,"2 Bowker Street, Ramsbottom",BL0 0QQ,38000,Terraced,"Leasehold",No
1996-09-30,"23 Springwood Street, Ramsbottom",BL0 9DT,43000,Terraced,"Leasehold",No
1996-09-30,"64 Victoria Street, Ramsbottom",BL0 9EB,30000,Terraced,"Leasehold",No
1996-09-30,"7 Moors View, Ramsbottom",BL0 9FL,53500,Semi-detached,"Leasehold",No
1996-09-30,"1 Lilburn Close, Ramsbottom",BL0 9LY,48000,Semi-detached,"Freehold",No
1996-09-27,"24 Winifred Street, Ramsbottom",BL0 9JR,20000,Flat,"Leasehold",No
1996-09-27,"17 Robert Street, Ramsbottom",BL0 0NQ,25000,Terraced,"Leasehold",No
1996-09-27,"2 Grant Mews, Ramsbottom",BL0 9AH,65000,Terraced,"Leasehold",No
1996-09-25,"74 Summerseat Lane, Ramsbottom",BL0 9RQ,94000,Semi-detached,"Freehold",No
1996-09-25,"15 St Pauls Street, Ramsbottom",BL0 9BW,36000,Terraced,"Leasehold",No
1996-09-20,"46 Stanford Hall Crescent, Ramsbottom",BL0 9FD,79000,Detached,"Leasehold",No
1996-09-20,"94 Ripon Hall Avenue, Ramsbottom",BL0 9RE,48000,Semi-detached,"Freehold",No
1996-09-20,"11 Birch Grove, Ramsbottom",BL0 9RP,76000,Terraced,"Freehold",No
1996-09-20,"39 Hawthorn Avenue, Ramsbottom",BL0 9UZ,59500,Detached,"Leasehold",No
1996-09-18,"258 Bolton Road North, Edenfield",BL0 0NG,40000,Terraced,"Freehold",No
1996-09-16,"15 Pinewood Crescent, Ramsbottom",BL0 9XE,92500,Detached,"Freehold",No
1996-09-16,"398 Whalley Road, Ramsbottom",BL0 0EG,56000,Terraced,"Leasehold",No
1996-09-16,"39 Longsight Road, Ramsbottom",BL0 9SL,145000,Detached,"Leasehold",No
1996-09-13,"3 Greenway Mews, Ramsbottom",BL0 9QW,67500,Detached,"Freehold",No
1996-09-13,"29 St Pauls Street, Ramsbottom",BL0 9BW,38500,Terraced,"Leasehold",No
1996-09-12,"23 Brooklands Road, Ramsbottom",BL0 9SW,150000,Detached,"Freehold",No
1996-09-12,"57 Longsight Road, Ramsbottom",BL0 9TE,75000,Semi-detached,"Leasehold",No
1996-09-12,"3 Ash Grove, Ramsbottom",BL0 9RS,78000,Terraced,"Freehold",No
1996-09-09,"9 Vale Coppice, Ramsbottom",BL0 9FJ,205000,Detached,"Freehold",No
1996-09-09,"79 Fernview Drive, Ramsbottom",BL0 9XG,54000,Semi-detached,"Leasehold",No
1996-09-06,"85 Longsight Road, Ramsbottom",BL0 9TA,60000,Semi-detached,"Leasehold",No
1996-09-06,"48 Lodge Mill Lane, Ramsbottom",BL0 0RW,40500,Terraced,"Freehold",No
1996-09-06,"79 Bury Road, Edenfield",BL0 0EN,31000,Terraced,"Freehold",No
1996-09-04,"128 Bolton Road West, Ramsbottom",BL0 9PD,25750,Terraced,"Leasehold",No
1996-09-03,"496 Bolton Road West, Ramsbottom",BL0 9RU,40000,Detached,"Leasehold",No
1996-08-30,"56 Bolton Street, Ramsbottom",BL0 9HX,27500,Terraced,"Leasehold",No
1996-08-30,"19 Stubbins Lane, Ramsbottom",BL0 0PU,50500,Terraced,"Freehold",No
1996-08-30,"5 Coulthurst Street, Ramsbottom",BL0 9ET,35500,Terraced,"Freehold",No
1996-08-29,"10 Cleveland Close, Ramsbottom",BL0 9FH,69995,Detached,"Leasehold",No
1996-08-29,"29 Hawthorn Avenue, Ramsbottom",BL0 9UZ,65500,Semi-detached,"Leasehold",No
1996-08-29,"53 Nuttall Lane, Ramsbottom",BL0 9JX,38000,Semi-detached,"Leasehold",No
1996-08-29,"233 Whittingham Drive, Ramsbottom",BL0 9NY,92000,Detached,"Leasehold",No
1996-08-23,"24 Nuttall Lane, Ramsbottom",BL0 9JP,30500,Terraced,"Leasehold",No
1996-08-23,"68 Peel Brow, Ramsbottom",BL0 0AG,25000,Terraced,"Leasehold",No
1996-08-23,"24 Ripon Hall Avenue, Ramsbottom",BL0 9RE,121000,Detached,"Leasehold",No
1996-08-22,"18 Cheshire Court, Ramsbottom",BL0 0BL,67000,Detached,"Leasehold",No
1996-08-21,"4 Meadow Park, Ramsbottom",BL0 0QB,130000,Detached,"Freehold",No
1996-08-15,"22 Manchester Road, Ramsbottom",BL0 0DH,33000,Terraced,"Leasehold",No
1996-08-12,"23 Stretton Road, Ramsbottom",BL0 9SX,55500,Semi-detached,"Leasehold",No
1996-08-12,"6 Baytree Grove, Ramsbottom",BL0 9UF,60000,Semi-detached,"Leasehold",No
1996-08-06,"4 Stanley Street, Ramsbottom",BL0 9JG,31000,Terraced,"Leasehold",No
1996-08-02,"16 Major Street, Ramsbottom",BL0 9JH,43500,Terraced,"Leasehold",No
1996-08-02,"50 Chiltern Road, Ramsbottom",BL0 9LF,56000,Semi-detached,"Leasehold",No
1996-08-02,"15 Whittingham Drive, Ramsbottom",BL0 9LZ,81000,Detached,"Freehold",No
1996-08-02,"36 Marlborough Close, Ramsbottom",BL0 9YU,65200,Semi-detached,"Leasehold",No
1996-08-02,"21 Springwood Street, Ramsbottom",BL0 9DT,37000,Semi-detached,"Leasehold",No
1996-08-01,"24 Regent Street, Ramsbottom",BL0 9PF,35000,Terraced,"Freehold",No
1996-08-01,"5 Harrison Street, Ramsbottom",BL0 0AH,14000,Terraced,"Leasehold",No
1996-07-31,"82 Nuttall Lane, Ramsbottom",BL0 9JZ,36500,Terraced,"Leasehold",No
1996-07-31,"31 Oak Avenue, Ramsbottom",BL0 9UY,68500,Semi-detached,"Leasehold",No
1996-07-31,"316 Bolton Road West, Ramsbottom",BL0 9QF,40500,Terraced,"Leasehold",No
1996-07-31,"1 Peel Mount, Ramsbottom",BL0 9QU,77500,Detached,"Leasehold",No
1996-07-30,"37 Holcombe Lee, Ramsbottom",BL0 9QR,45000,Semi-detached,"Leasehold",No
1996-07-29,"23 Longsight Road, Ramsbottom",BL0 9SL,92000,Semi-detached,"Freehold",No
1996-07-26,"10 Carnoustie Drive, Ramsbottom",BL0 9QL,103000,Detached,"Leasehold",No
1996-07-26,"16 Holcombe Lee, Ramsbottom",BL0 9QR,66000,Semi-detached,"Leasehold",No
1996-07-26,"27 Raylees, Ramsbottom",BL0 9HW,68500,Detached,"Freehold",No
1996-07-26,"1 The Drive, Ramsbottom",BL0 0LE,57000,Semi-detached,"Freehold",No
1996-07-26,"277 Hardsough Lane, Edenfield",BL0 0QF,64950,Terraced,"Freehold",No
1996-07-25,"137 Stubbins Lane, Ramsbottom",BL0 0PR,46500,Terraced,"Leasehold",No
1996-07-25,"29 Palmerston Close, Ramsbottom",BL0 9YN,73500,Detached,"Leasehold",No
1996-07-24,"1 Roseberry Close, Ramsbottom",BL0 9FQ,50500,Terraced,"Leasehold",No
1996-07-23,"62 Peel Brow, Ramsbottom",BL0 0AG,42000,Terraced,"Leasehold",No
1996-07-22,"10 Heycrofts View, Edenfield",BL0 0HG,139950,Detached,"Leasehold",Yes
1996-07-22,"29 Palmerston Close, Ramsbottom",BL0 9YN,71950,Detached,"Leasehold",No
1996-07-19,"7 Rivington Hall Close, Ramsbottom",BL0 9YL,114950,Detached,"Freehold",No
1996-07-19,"193 Whalley Road, Ramsbottom",BL0 0DG,12500,Terraced,"Freehold",No
1996-07-19,"110 Bolton Road West, Ramsbottom",BL0 9PD,42500,Terraced,"Leasehold",No
1996-07-19,"31 Stanley Street, Ramsbottom",BL0 9JG,27000,Terraced,"Leasehold",No
1996-07-19,"103 George Road, Ramsbottom",BL0 9NN,13500,Semi-detached,"Freehold",No
1996-07-15,"13 Chiltern Road, Ramsbottom",BL0 9LF,62000,Semi-detached,"Leasehold",No
1996-07-15,"31 Brooks Bottom Close, Ramsbottom",BL0 9YP,92000,Detached,"Freehold",No
1996-07-12,"26 Strathmore Close, Ramsbottom",BL0 9YW,78500,Detached,"Leasehold",No
1996-07-12,"53 Bury New Road, Ramsbottom",BL0 0BZ,76000,Semi-detached,"Freehold",No
1996-07-12,"1 Bramworth Avenue, Ramsbottom",BL0 9EJ,63000,Semi-detached,"Freehold",No
1996-07-12,"162 Bolton Road West, Ramsbottom",BL0 9PD,30000,Terraced,"Freehold",No
1996-07-12,"5 East View, Ramsbottom",BL0 0NW,52000,Terraced,"Freehold",No
1996-07-12,"128 Chatterton Road, Ramsbottom",BL0 0PQ,55500,Terraced,"Leasehold",No
1996-07-10,"7 Caldy Drive, Ramsbottom",BL0 9TY,72000,Detached,"Leasehold",No
1996-07-10,"25 Alfred Street, Ramsbottom",BL0 9NZ,28500,Terraced,"Freehold",No
1996-07-08,"37 Ripon Hall Avenue, Ramsbottom",BL0 9RE,120000,Detached,"Leasehold",No
1996-07-06,"35 Palmerston Close, Ramsbottom",BL0 9YN,84500,Detached,"Leasehold",No
1996-07-05,"55 Whalley Road, Ramsbottom",BL0 0DP,60000,Terraced,"Leasehold",No
1996-07-01,"4 Birch Grove, Ramsbottom",BL0 9RP,72000,Semi-detached,"Leasehold",No
1996-06-28,"12 Butler Street, Ramsbottom",BL0 9PG,36000,Terraced,"Freehold",No
1996-06-28,"6 Stone Close, Ramsbottom",BL0 9QQ,49250,Semi-detached,"Leasehold",No
1996-06-28,"15 Castle Grove, Ramsbottom",BL0 9TF,89000,Semi-detached,"Leasehold",No
1996-06-28,"93 Fernview Drive, Ramsbottom",BL0 9XG,56950,Semi-detached,"Leasehold",No
1996-06-28,"11 Verna Street, Ramsbottom",BL0 9HZ,49250,Terraced,"Leasehold",No
1996-06-28,"246 Whalley Road, Ramsbottom",BL0 0EF,53500,Terraced,"Freehold",No
1996-06-28,"93 Callender Street, Ramsbottom",BL0 9DU,52750,Terraced,"Leasehold",No
1996-06-28,"24 Victoria Street, Ramsbottom",BL0 9ED,42500,Terraced,"Leasehold",No
1996-06-28,"30 Stanford Hall Crescent, Ramsbottom",BL0 9FD,52000,Semi-detached,"Leasehold",No
1996-06-27,"1 Carnoustie Drive, Ramsbottom",BL0 9QL,65000,Detached,"Leasehold",No
1996-06-27,"2 Gleneagles Way, Ramsbottom",BL0 9QN,101000,Detached,"Leasehold",No
1996-06-21,"24 Heapworth Avenue, Ramsbottom",BL0 9EH,68000,Detached,"Leasehold",No
1996-06-19,"3 Barwood Lea Mill, Grants Lane, Ramsbottom",BL0 9NB,36500,Flat,"Leasehold",No
1996-06-14,"192 Bolton Road West, Ramsbottom",BL0 9PE,53000,Semi-detached,"Leasehold",No
1996-06-14,"12 Vale Coppice, Ramsbottom",BL0 9FJ,108000,Detached,"Freehold",No
1996-06-14,"514 Whalley Road, Ramsbottom",BL0 0ES,67000,Semi-detached,"Freehold",No
1996-06-13,"26 Vale Coppice, Ramsbottom",BL0 9FJ,115000,Detached,"Freehold",No
1996-06-13,"1 Treetops Avenue, Ramsbottom",BL0 9RJ,77000,Detached,"Freehold",No
1996-06-06,"32 Roseberry Close, Ramsbottom",BL0 9FQ,57950,Semi-detached,"Leasehold",No
1996-05-31,"62 Stanford Hall Crescent, Ramsbottom",BL0 9FD,60000,Semi-detached,"Leasehold",No
1996-05-31,"9 Barwood Lea Mill, Grants Lane, Ramsbottom",BL0 9NB,38000,Flat,"Leasehold",No
1996-05-31,"29 Cemetery Road, Ramsbottom",BL0 9PU,43000,Terraced,"Leasehold",No
1996-05-24,"98 Bolton Road West, Ramsbottom",BL0 9PD,39000,Terraced,"Leasehold",No
1996-05-24,"12 Geoffrey Street, Ramsbottom",BL0 9PQ,54000,Detached,"Freehold",No
1996-05-24,"2 Spring Close, Ramsbottom",BL0 9SQ,60000,Semi-detached,"Leasehold",No
1996-05-24,"9 Victoria Street, Ramsbottom",BL0 9ED,37500,Terraced,"Leasehold",No
1996-05-24,"157 Summerseat Lane, Ramsbottom",BL0 9UB,108000,Detached,"Leasehold",No
1996-05-24,"3 Mosley Avenue, Ramsbottom",BL0 9UH,59950,Detached,"Leasehold",No
1996-05-24,"56 Hazel Hall Lane, Ramsbottom",BL0 9UP,47000,Semi-detached,"Freehold",No
1996-05-24,"191 Kay Brow, Ramsbottom",BL0 9AY,33000,Flat,"Leasehold",No
1996-05-24,"34 Cheviot Close, Ramsbottom",BL0 9LL,59990,Detached,"Leasehold",No
1996-05-24,"41 George Road, Ramsbottom",BL0 9NQ,31000,Semi-detached,"Freehold",No
1996-05-24,"41 Bolton Road North, Edenfield",BL0 0HB,28000,Terraced,"Leasehold",No
1996-05-24,"116 Market Street, Edenfield",BL0 0JL,55300,Terraced,"Leasehold",No
1996-05-23,"5 Ruth Street, Ramsbottom",BL0 0HA,23500,Terraced,"Freehold",No
1996-05-22,"26 Eden Court, Edenfield",BL0 0HF,85000,Detached,"Freehold",Yes
1996-05-20,"7 Heycrofts View, Edenfield",BL0 0HG,131000,Detached,"Leasehold",Yes
1996-05-20,"34 Stanford Hall Crescent, Ramsbottom",BL0 9FD,57375,Semi-detached,"Leasehold",No
1996-05-20,"14 Whittingham Drive, Ramsbottom",BL0 9LZ,56500,Detached,"Freehold",No
1996-05-17,"59 Bolton Road West, Ramsbottom",BL0 9NU,57500,Terraced,"Freehold",Yes
1996-05-17,"Springfield Cottage, Spring Street, Shuttleworth",BL0 0DS,93000,Terraced,"Freehold",No
1996-05-17,"8 Sunnymede Vale, Ramsbottom",BL0 9RR,66000,Detached,"Leasehold",No
1996-05-17,"44 Crow Lane, Ramsbottom",BL0 9BR,48500,Terraced,"Freehold",No
1996-05-17,"3 Heatherside Road, Ramsbottom",BL0 9BX,39500,Terraced,"Leasehold",No
1996-05-17,"64 Bolton Road North, Edenfield",BL0 0LT,51500,Semi-detached,"Freehold",No
1996-05-17,"6 Dale Street, Ramsbottom",BL0 0NF,37500,Terraced,"Leasehold",No
1996-05-10,"21 Astley Hall Drive, Ramsbottom",BL0 9DF,59950,Detached,"Freehold",No
1996-05-08,"12 Hawthorn Avenue, Ramsbottom",BL0 9UZ,58000,Semi-detached,"Leasehold",No
1996-05-03,"17 Mayfield Close, Ramsbottom",BL0 9TL,170000,Detached,"Freehold",No
1996-05-03,"37 Marlborough Close, Ramsbottom",BL0 9YU,103000,Detached,"Leasehold",No
1996-05-03,"2 Stanford Hall Crescent, Ramsbottom",BL0 9FD,135000,Detached,"Leasehold",No
1996-05-03,"56 Burnley Road, Edenfield",BL0 0HW,47500,Terraced,"Freehold",No
1996-04-30,"184 Peel Brow, Ramsbottom",BL0 0AX,48500,Terraced,"Leasehold",No
1996-04-30,"69 Fernview Drive, Ramsbottom",BL0 9XG,57950,Semi-detached,"Leasehold",No
1996-04-30,"15 Longsight Road, Ramsbottom",BL0 9SL,47000,Terraced,"Freehold",No
1996-04-29,"284 Bolton Road West, Ramsbottom",BL0 9QF,40000,Terraced,"Leasehold",No
1996-04-29,"188 Whalley Road, Ramsbottom",BL0 0DN,12500,Terraced,"Leasehold",No
1996-04-29,"12 Haworth Avenue, Ramsbottom",BL0 9UX,35000,Semi-detached,"Leasehold",No
1996-04-29,"34 Fernview Drive, Ramsbottom",BL0 9XG,56000,Semi-detached,"Leasehold",No
1996-04-26,"304 Bolton Road West, Ramsbottom",BL0 9QF,68000,Terraced,"Leasehold",No
1996-04-26,"19 Raylees, Ramsbottom",BL0 9HW,69950,Detached,"Freehold",No
1996-04-26,"26 Whittingham Drive, Ramsbottom",BL0 9LZ,81000,Detached,"Freehold",No
1996-04-26,"174 Whittingham Drive, Ramsbottom",BL0 9NY,68000,Detached,"Leasehold",No
1996-04-24,"4 St Pauls Street, Ramsbottom",BL0 9BW,27000,Terraced,"Leasehold",No
1996-04-24,"16 Heatherside Road, Ramsbottom",BL0 9BX,59500,Semi-detached,"Leasehold",No
1996-04-22,"32 Whittingham Drive, Ramsbottom",BL0 9LZ,80000,Detached,"Freehold",No
1996-04-19,"97 Victoria Street, Ramsbottom",BL0 9EB,40500,Terraced,"Leasehold",No
1996-04-19,"27 Ashwood Avenue, Ramsbottom",BL0 0BQ,29950,Terraced,"Freehold",No
1996-04-18,"27 Brooks Bottom Close, Ramsbottom",BL0 9YP,92000,Detached,"Freehold",No
1996-04-17,"44 Bolton Road North, Edenfield",BL0 0EZ,53000,Semi-detached,"Leasehold",No
1996-04-17,"2A Southfield Road, Ramsbottom",BL0 9ST,45000,Semi-detached,"Leasehold",No
1996-04-16,"25 Meadow Park, Ramsbottom",BL0 0QB,125000,Detached,"Freehold",No
1996-04-12,"1A Acre View, Bolton Road North, Edenfield",BL0 0HB,42000,Terraced,"Freehold",No
1996-04-12,"7 The Paddock, Ramsbottom",BL0 9HP,87500,Detached,"Leasehold",No
1996-04-10,"74 Albert Street, Ramsbottom",BL0 9EL,19500,Terraced,"Leasehold",No
1996-04-04,"4 Roseberry Close, Ramsbottom",BL0 9FQ,68000,Detached,"Leasehold",No
1996-04-04,"7 Eden Street, Ramsbottom",BL0 0EU,42000,Terraced,"Leasehold",No
1996-04-01,"46 Whalley Road, Ramsbottom",BL0 0DE,46950,Terraced,"Leasehold",No
1996-04-01,"37 - 37A Bye Road, Ramsbottom",BL0 0HH,50000,Semi-detached,"Freehold",No
1996-04-01,"Holcombe View, Crow Woods, Edenfield",BL0 0HY,139000,Detached,"Freehold",No
1996-04-01,"63 Bleakholt Road, Ramsbottom",BL0 0RU,57000,Terraced,"Leasehold",No
1996-04-01,"10 Chiltern Close, Ramsbottom",BL0 9LH,59250,Semi-detached,"Leasehold",No
1996-03-29,"9 Carr Bank Drive, Ramsbottom",BL0 9DG,70696,Semi-detached,"Leasehold",No
1996-03-29,"14 Cleveland Close, Ramsbottom",BL0 9FH,75000,Detached,"Leasehold",No
1996-03-29,"221 Dundee Lane, Ramsbottom",BL0 9HF,59950,Semi-detached,"Leasehold",No
1996-03-29,"6 Hamer Street, Ramsbottom",BL0 9UQ,51750,Terraced,"Freehold",No
1996-03-29,"23 Brooks Bottom Close, Ramsbottom",BL0 9YP,90500,Detached,"Freehold",No
1996-03-29,"7 Moorcroft, Ramsbottom",BL0 0LL,80000,Detached,"Leasehold",No
1996-03-29,"16 North Street, Ramsbottom",BL0 0PB,46500,Terraced,"Leasehold",No
1996-03-29,"22 North Street, Ramsbottom",BL0 0PB,52250,Terraced,"Leasehold",No
1996-03-29,"2 Spring Close, Ramsbottom",BL0 9SQ,59999,Semi-detached,"Leasehold",No
1996-03-28,"14 Sunnymede Vale, Ramsbottom",BL0 9RR,73500,Detached,"Leasehold",No
1996-03-25,"36 Stanley Street, Ramsbottom",BL0 9JG,48000,Terraced,"Leasehold",No
1996-03-22,"19 Raylees, Ramsbottom",BL0 9HW,70000,Detached,"Freehold",No
1996-03-22,"14 Roseberry Close, Ramsbottom",BL0 9FQ,59995,Semi-detached,"Leasehold",No
1996-03-22,"18 Grant Mews, Ramsbottom",BL0 9AH,59995,Terraced,"Leasehold",No
1996-03-22,"109 Kay Brow, Ramsbottom",BL0 9AY,39000,Flat,"Leasehold",No
1996-03-22,"15 Newcombe Road, Ramsbottom",BL0 9UU,22150,Semi-detached,"Leasehold",No
1996-03-21,"99 Kay Brow, Ramsbottom",BL0 9AY,38950,Flat,"Leasehold",No
1996-03-15,"5 Rock Street, Ramsbottom",BL0 0DX,37500,Flat,"Freehold",No
1996-03-15,"77 Market Street, Edenfield",BL0 0JQ,36000,Terraced,"Leasehold",No
1996-03-15,"10 Birch Grove, Ramsbottom",BL0 9RP,63000,Semi-detached,"Leasehold",No
1996-03-15,"74 Summerseat Lane, Ramsbottom",BL0 9RQ,103700,Semi-detached,"Freehold",No
1996-03-15,"15 Coulthurst Street, Ramsbottom",BL0 9ET,54000,Terraced,"Leasehold",No
1996-03-13,"3 Lilburn Close, Ramsbottom",BL0 9LY,67000,Detached,"Freehold",No
1996-03-11,"22 Major Street, Ramsbottom",BL0 9JH,41000,Terraced,"Leasehold",No
1996-03-08,"26 Cheviot Close, Ramsbottom",BL0 9LL,56000,Semi-detached,"Leasehold",No
1996-03-08,"18 St Pauls Street, Ramsbottom",BL0 9BW,38000,Terraced,"Leasehold",No
1996-03-07,"31 Bolton Road North, Edenfield",BL0 0HB,34500,Terraced,"Leasehold",No
1996-03-04,"33 Falstone Avenue, Ramsbottom",BL0 9LX,94500,Detached,"Freehold",No
1996-03-04,"491 Bolton Road West, Ramsbottom",BL0 9RN,57000,Detached,"Freehold",No
1996-03-01,"11 Garnett Street, Ramsbottom",BL0 9JW,40000,Terraced,"Leasehold",No
1996-03-01,"10 Lilburn Close, Ramsbottom",BL0 9LY,44500,Semi-detached,"Freehold",No
1996-03-01,"6 Barwood Lea Mill, Grants Lane, Ramsbottom",BL0 9NB,42000,Flat,"Leasehold",No
1996-02-29,"202 Whittingham Drive, Ramsbottom",BL0 9NY,79950,Detached,"Leasehold",No
1996-02-29,"11 Moray Close, Ramsbottom",BL0 9YS,70000,Detached,"Leasehold",No
1996-02-22,"1 Green Street, Ramsbottom",BL0 0JP,25100,Terraced,"Leasehold",No
1996-02-22,"4 Grant Mews, Ramsbottom",BL0 9AH,59995,Terraced,"Leasehold",No
1996-02-16,"15 Smithills Hall Close, Ramsbottom",BL0 9FF,75000,Detached,"Freehold",No
1996-02-16,"20 Westgate Avenue, Ramsbottom",BL0 9SS,59999,Semi-detached,"Freehold",No
1996-02-09,"5 Carnoustie Drive, Ramsbottom",BL0 9QL,66000,Semi-detached,"Leasehold",No
1996-02-09,"12 Carnoustie Drive, Ramsbottom",BL0 9QL,103750,Detached,"Leasehold",No
1996-02-09,"10 Honeywood Close, Ramsbottom",BL0 9RL,71000,Detached,"Leasehold",No
1996-02-09,"16 Albert Street, Ramsbottom",BL0 9EL,45250,Terraced,"Leasehold",No
1996-02-08,"4 Lumb Carr Avenue, Ramsbottom",BL0 9QG,75000,Detached,"Leasehold",No
1996-02-02,"16 Moorcroft, Ramsbottom",BL0 0LL,55000,Semi-detached,"Leasehold",No
1996-01-31,"11 Heycrofts View, Edenfield",BL0 0HG,133500,Detached,"Freehold",Yes
1996-01-15,"13 Longsight Road, Ramsbottom",BL0 9SL,69950,Terraced,"Leasehold",No
1996-01-12,"12 Mary Street, Ramsbottom",BL0 9PB,31000,Terraced,"Leasehold",No
1996-01-12,"68 Burnley Road, Edenfield",BL0 0HW,47000,Terraced,"Leasehold",No
